PEP_ID,National_ID,LON,LAT,ALT,NAME
7153,11,23.0333,60.05,15,SolbÃ¶le
7154,12,24.9833,60.35,55,RuotsinkylÃ_
7155,13,22.75,60.4333,50,PreitilÃ_
7156,14,26.1667,60.6167,30,LapinjÃ_rvi
7157,15,27.5333,60.5333,25,Ravijoki
7158,21,24.45,61.0167,130,Aulanko
7159,22,25.0333,61.3833,120,Vesijako
7160,23,23.0333,62.0167,113,Parkano
7161,24,24.4833,62.0667,135,Vilppula
7162,25,21.4333,61.6,5,Reposaari
7163,31,29.3167,61.8,81,Punkaharju
7164,32,27.05,62.6333,119,Suonenjoki
7165,33,29.7167,62.6,80,Joensuu
7166,34,30.9667,62.7667,148,MekrijÃ_rvi
7167,35,29.8167,63.0667,135,Koli
7168,36,29.0167,63.55,142,Nurmes
7169,37,27.7167,63,115,SiilinjÃ_rvi
7170,41,21.7167,63.0667,5,Korsholm
7171,42,25.1833,62.7333,160,Kolkanlahti
7172,44,23.8833,63.9167,40,Kannus
7173,51,26,64.8,25,Muhos
7174,52,28.05,64.65,295,Paljakka
7175,53,29.3,66.3667,170,Oulanka
7176,57,26.7167,66.35,153,Kivalo
7177,62,27.25,67.0167,215,PyhÃ_tunturi
7178,63,29.6,67.7333,320,VÃ_rriÃ¶
7179,65,24.2,67.5833,335,Ã„kÃ_slompol
7180,71,23.8167,67.35,160,Kolari
7181,72,24.15,68.0167,275,PallasjÃ_rvi
7182,73,23.65,68.3833,300,Hetta
7183,74,27.3833,68.4,300,SaariselkÃ_
7184,75,27.1,69.05,155,MuddusjÃ_rvi
7185,77,27,69.75,120,Kevo
7186,61,25,66.3,117,Pisavaara
7187,66,28.4,66.8167,195,Salmivaara
