"PEP_ID","BBCH","YEAR","DAY","National_ID","LON","LAT","ALT","species"
19528,10,1982,54,4,17.8,43.3333,99,"SAMNIG"
19529,10,1982,97,3,18.6833,44.5333,305,"SAMNIG"
19527,10,1982,108,5,18.433,43.866,560,"SAMNIG"
19525,10,1982,110,1,15.8666,44.8,246,"SAMNIG"
19526,10,1982,121,2,17.45,44.05,562,"SAMNIG"
19528,10,1983,25,4,17.8,43.3333,99,"SAMNIG"
19529,10,1983,84,3,18.6833,44.5333,305,"SAMNIG"
19525,10,1983,91,1,15.8666,44.8,246,"SAMNIG"
19527,10,1983,96,5,18.433,43.866,560,"SAMNIG"
19526,10,1983,108,2,17.45,44.05,562,"SAMNIG"
19528,10,1985,36,4,17.8,43.3333,99,"SAMNIG"
19525,10,1985,93,1,15.8666,44.8,246,"SAMNIG"
19529,10,1985,97,3,18.6833,44.5333,305,"SAMNIG"
19527,10,1985,102,5,18.433,43.866,560,"SAMNIG"
19526,10,1985,114,2,17.45,44.05,562,"SAMNIG"
19529,10,1987,43,3,18.6833,44.5333,305,"SAMNIG"
19528,10,1987,99,4,17.8,43.3333,99,"SAMNIG"
19527,10,1987,108,5,18.433,43.866,560,"SAMNIG"
19526,10,1987,116,2,17.45,44.05,562,"SAMNIG"
19528,10,1988,33,4,17.8,43.3333,99,"SAMNIG"
19529,10,1988,74,3,18.6833,44.5333,305,"SAMNIG"
19525,10,1988,88,1,15.8666,44.8,246,"SAMNIG"
19527,10,1988,103,5,18.433,43.866,560,"SAMNIG"
19526,10,1988,111,2,17.45,44.05,562,"SAMNIG"
19528,10,1989,38,4,17.8,43.3333,99,"SAMNIG"
19529,10,1989,63,3,18.6833,44.5333,305,"SAMNIG"
19525,10,1989,84,1,15.8666,44.8,246,"SAMNIG"
19526,10,1989,91,2,17.45,44.05,562,"SAMNIG"
19527,10,1989,99,5,18.433,43.866,560,"SAMNIG"
19526,11,2000,117,2,17.45,44.05,562,"SAMNIG"
19529,11,2001,74,3,18.6833,44.5333,305,"SAMNIG"
19526,11,2001,112,2,17.45,44.05,562,"SAMNIG"
19529,11,2002,69,3,18.6833,44.5333,305,"SAMNIG"
19526,11,2002,110,2,17.45,44.05,562,"SAMNIG"
19529,11,2003,94,3,18.6833,44.5333,305,"SAMNIG"
19526,11,2003,126,2,17.45,44.05,562,"SAMNIG"
19529,11,2004,93,3,18.6833,44.5333,305,"SAMNIG"
19526,11,2004,131,2,17.45,44.05,562,"SAMNIG"
19529,11,2005,86,3,18.6833,44.5333,305,"SAMNIG"
19526,11,2005,115,2,17.45,44.05,562,"SAMNIG"
19529,11,2006,93,3,18.6833,44.5333,305,"SAMNIG"
19525,11,2013,74,1,15.8666,44.8,246,"SAMNIG"
20454,11,2013,94,6,18.4228,43.8678,630,"SAMNIG"
19526,11,2013,112,2,17.45,44.05,562,"SAMNIG"
19528,11,2014,51,4,17.8,43.3333,99,"SAMNIG"
19525,11,2014,79,1,15.8666,44.8,246,"SAMNIG"
19527,11,2014,79,5,18.433,43.866,560,"SAMNIG"
19526,11,2014,110,2,17.45,44.05,562,"SAMNIG"
19528,11,2015,74,4,17.8,43.3333,99,"SAMNIG"
19525,11,2015,84,1,15.8666,44.8,246,"SAMNIG"
19527,11,2015,100,5,18.433,43.866,560,"SAMNIG"
19526,11,2015,114,2,17.45,44.05,562,"SAMNIG"
19488,10,2001,79,0,14.166,50.45,155,"SAMNIG"
19486,10,2001,80,0,13.65,49.666,550,"SAMNIG"
19485,10,2001,83,0,13.38,49.783,328,"SAMNIG"
19487,10,2001,124,0,15.433,50.766,670,"SAMNIG"
19488,10,2002,58,0,14.166,50.45,155,"SAMNIG"
19486,10,2002,66,0,13.65,49.666,550,"SAMNIG"
19485,10,2002,74,0,13.38,49.783,328,"SAMNIG"
19487,10,2002,116,0,15.433,50.766,670,"SAMNIG"
19485,10,2003,69,0,13.38,49.783,328,"SAMNIG"
19486,10,2003,84,0,13.65,49.666,550,"SAMNIG"
19488,10,2003,92,0,14.166,50.45,155,"SAMNIG"
19487,10,2003,123,0,15.433,50.766,670,"SAMNIG"
19485,10,2004,74,0,13.38,49.783,328,"SAMNIG"
19488,10,2004,79,0,14.166,50.45,155,"SAMNIG"
19486,10,2004,85,0,13.65,49.666,550,"SAMNIG"
19487,10,2004,127,0,15.433,50.766,670,"SAMNIG"
19486,10,2005,86,0,13.65,49.666,550,"SAMNIG"
19485,10,2005,88,0,13.38,49.783,328,"SAMNIG"
19488,10,2005,90,0,14.166,50.45,155,"SAMNIG"
19487,10,2005,123,0,15.433,50.766,670,"SAMNIG"
19485,10,2006,105,0,13.38,49.783,328,"SAMNIG"
19486,10,2006,106,0,13.65,49.666,550,"SAMNIG"
19488,10,2006,108,0,14.166,50.45,155,"SAMNIG"
19487,10,2006,127,0,15.433,50.766,670,"SAMNIG"
19488,10,2007,36,0,14.166,50.45,155,"SAMNIG"
