"PEP_ID","BBCH","YEAR","DAY","National_ID","LON","LAT","ALT","species"
19581,11,1949,72,21713,15.9833,47.8,557,"ACEPSU"
19735,11,1949,88,22010,15.8167,47.2167,421,"ACEPSU"
19822,11,1949,88,22104,15.6833,48.55,233,"ACEPSU"
6647,11,1949,104,5827,16.25,48.1167,260,"ACEPSU"
6622,11,1949,106,3500,14.8333,48.4,608,"ACEPSU"
20165,11,1949,106,22792,14.6667,47.85,440,"ACEPSU"
19578,11,1949,110,21709,15.4,48.7833,534,"ACEPSU"
19849,11,1949,110,22134,15.9833,48.5667,300,"ACEPSU"
19888,11,1949,110,22177,15.8667,48.1167,426,"ACEPSU"
20050,11,1949,110,22458,14.15,47.8333,461,"ACEPSU"
19727,11,1949,111,22002,15.7167,46.95,400,"ACEPSU"
20083,11,1949,112,22498,14.4833,48.4333,632,"ACEPSU"
19645,11,1949,114,21813,16.1833,47.6667,402,"ACEPSU"
20291,11,1949,116,22991,13.8325,48.7311,756,"ACEPSU"
20028,11,1949,117,22428,13.5333,47.5833,773,"ACEPSU"
20108,11,1949,118,22542,14.65,48.5667,927,"ACEPSU"
19956,11,1949,121,22278,16.65,47.9,160,"ACEPSU"
19817,11,1949,125,22098,15.7333,47.9,683,"ACEPSU"
19694,11,1949,128,21958,14.1833,47.1833,860,"ACEPSU"
20201,11,1949,144,22899,13.1167,47.4,1440,"ACEPSU"
20169,11,1950,64,22804,13.3167,47.9,573,"ACEPSU"
19993,11,1950,74,22370,16.4833,47.5333,265,"ACEPSU"
20150,11,1950,77,22759,13.4833,47.8,477,"ACEPSU"
20291,11,1950,83,22991,13.8325,48.7311,756,"ACEPSU"
19688,11,1950,84,21944,15.9333,47,377,"ACEPSU"
6535,11,1950,86,5205,14.7,48.1833,244,"ACEPSU"
19623,11,1950,87,21774,14.9667,48.0167,366,"ACEPSU"
19607,11,1950,88,21751,15.5833,48.3167,342,"ACEPSU"
19823,11,1950,88,22105,15.55,48.15,280,"ACEPSU"
6622,11,1950,89,3500,14.8333,48.4,608,"ACEPSU"
20284,11,1950,91,22983,16.2831,48.1364,228,"ACEPSU"
20153,11,1950,92,22762,13.1167,48.15,418,"ACEPSU"
19589,11,1950,93,21728,15.4167,48.1,300,"ACEPSU"
19859,11,1950,93,22146,16.0833,47.6167,781,"ACEPSU"
20281,11,1950,93,22980,16.4136,48.3,164,"ACEPSU"
19665,11,1950,94,21854,16.7667,48.55,199,"ACEPSU"
6613,11,1950,95,13730,16.2,47.45,769,"ACEPSU"
19634,11,1950,96,21793,15.8333,47.65,950,"ACEPSU"
19971,11,1950,97,22300,16.4167,47.4,336,"ACEPSU"
19613,11,1950,98,21761,15.15,48.15,258,"ACEPSU"
20037,11,1950,98,22440,14.0333,48.5667,530,"ACEPSU"
20048,11,1950,98,22456,14.1167,47.9,450,"ACEPSU"
20185,11,1950,98,22861,13.1,47.6833,461,"ACEPSU"
20272,11,1950,99,22971,16.3167,48.1794,207,"ACEPSU"
6470,11,1950,100,7704,16.5333,47.85,184,"ACEPSU"
6547,11,1950,100,7520,15.9667,47.9,429,"ACEPSU"
19658,11,1950,100,21837,16.25,47.8167,265,"ACEPSU"
20008,11,1950,100,22395,14.5167,47.8333,522,"ACEPSU"
19560,11,1950,101,21686,16.65,48.75,224,"ACEPSU"
6703,11,1950,102,5625,15.5833,48.0167,681,"ACEPSU"
19978,11,1950,102,22328,16.3333,47.7167,450,"ACEPSU"
19779,11,1950,103,22056,15.2667,47.4167,491,"ACEPSU"
19640,11,1950,104,21802,15.55,48.6,582,"ACEPSU"
19662,11,1950,104,21850,14.9,47.95,414,"ACEPSU"
19689,11,1950,105,21945,13.6833,47.3833,750,"ACEPSU"
8018,11,1950,106,9611,13.65,47.7,512,"ACEPSU"
19977,11,1950,106,22316,16.85,47.95,131,"ACEPSU"
20277,11,1950,106,22976,16.2928,48.2319,244,"ACEPSU"
19619,11,1950,107,21768,15.8667,48.7167,289,"ACEPSU"
19680,11,1950,107,21930,14.8333,47.4,712,"ACEPSU"
19657,11,1950,108,21835,16.5167,48.3833,178,"ACEPSU"
19813,11,1950,108,22094,15.1667,48,339,"ACEPSU"
20104,11,1950,109,22526,14.25,48.1833,297,"ACEPSU"
20165,11,1950,109,22792,14.6667,47.85,440,"ACEPSU"
19559,11,1950,110,21685,16.5667,48.3,159,"ACEPSU"
19591,11,1950,110,21730,16.2167,47.45,512,"ACEPSU"
19604,11,1950,110,21744,14.9833,48.8167,485,"ACEPSU"
19710,11,1950,110,21983,9.76667,47.4833,457,"ACEPSU"
19962,11,1950,110,22284,16.4333,47.4167,315,"ACEPSU"
20027,11,1950,110,22427,13.8,47.9167,440,"ACEPSU"
20052,11,1950,110,22460,13.4667,47.9333,578,"ACEPSU"
20064,11,1950,110,22476,13.1833,48.0167,516,"ACEPSU"
19577,11,1950,111,21708,15,47.9833,407,"ACEPSU"
19625,11,1950,111,21777,15.3167,47.8667,818,"ACEPSU"
20029,11,1950,111,22429,14.85,48.2333,239,"ACEPSU"
20061,11,1950,111,22473,14.2833,48.3167,265,"ACEPSU"
20274,11,1950,111,22973,16.2214,48.2097,229,"ACEPSU"
6449,11,1950,112,19201,15.9,46.8667,303,"ACEPSU"
20103,11,1950,112,22523,13.0167,48.2333,380,"ACEPSU"
20211,11,1950,112,22923,13.2,47.45,545,"ACEPSU"
19806,11,1950,113,22087,15.3667,48.1667,284,"ACEPSU"
20058,11,1950,113,22468,14.5,48.6167,627,"ACEPSU"
6682,11,1950,114,7400,15.7,47.8,612,"ACEPSU"
19622,11,1950,114,21773,16.1833,48.2,248,"ACEPSU"
20125,11,1950,114,22695,14.6833,48.45,810,"ACEPSU"
19605,11,1950,115,21745,16.05,48,423,"ACEPSU"
19913,11,1950,115,22208,12.4,47.6667,589,"ACEPSU"
20132,11,1950,115,22724,13.45,47.7333,548,"ACEPSU"
6511,11,1950,116,14400,10.5667,47.1333,818,"ACEPSU"
20108,11,1950,116,22542,14.65,48.5667,927,"ACEPSU"
6624,11,1950,117,9900,14.45,47.5667,646,"ACEPSU"
19628,11,1950,117,21781,15.7667,48.6167,408,"ACEPSU"
19699,11,1950,117,21969,9.98333,47.3167,800,"ACEPSU"
19950,11,1950,118,22259,12.6333,46.9,748,"ACEPSU"
19631,11,1950,119,21785,16.15,48.4667,196,"ACEPSU"
6612,11,1950,122,10400,15.6833,47.6,700,"ACEPSU"
6636,11,1950,122,13500,15.6833,47.3667,623,"ACEPSU"
19807,11,1950,122,22088,14.7667,48,704,"ACEPSU"
20028,11,1950,122,22428,13.5333,47.5833,773,"ACEPSU"
20161,11,1950,122,22782,14.7333,48.4833,733,"ACEPSU"
20208,11,1950,122,22919,12.95,47.9333,401,"ACEPSU"
6456,11,1950,123,12301,12.6833,47.3667,1022,"ACEPSU"
6553,11,1950,123,15721,13.7333,47.15,1153,"ACEPSU"
19573,11,1950,123,21701,15.4667,48.3,479,"ACEPSU"
20252,11,1950,123,22942,13.6947,47.0797,1066,"ACEPSU"
20260,11,1950,123,22959,13.2411,47.7594,688,"ACEPSU"
