"PEP_ID","BBCH","YEAR","DAY","National_ID","LON","LAT","ALT","species"
19527,11,1971,110,5,18.433,43.866,560,"POPTRE"
19528,11,1971,110,4,17.8,43.3333,99,"POPTRE"
19528,11,1972,90,4,17.8,43.3333,99,"POPTRE"
19527,11,1972,114,5,18.433,43.866,560,"POPTRE"
19528,11,1973,90,4,17.8,43.3333,99,"POPTRE"
19527,11,1973,111,5,18.433,43.866,560,"POPTRE"
19528,11,1981,86,4,17.8,43.3333,99,"POPTRE"
19525,11,1981,100,1,15.8666,44.8,246,"POPTRE"
19528,11,1983,92,4,17.8,43.3333,99,"POPTRE"
19525,11,1983,115,1,15.8666,44.8,246,"POPTRE"
19527,11,1983,119,5,18.433,43.866,560,"POPTRE"
19526,11,1983,121,2,17.45,44.05,562,"POPTRE"
19529,11,1984,87,3,18.6833,44.5333,305,"POPTRE"
19525,11,1984,111,1,15.8666,44.8,246,"POPTRE"
19526,11,1984,113,2,17.45,44.05,562,"POPTRE"
19528,11,1985,95,4,17.8,43.3333,99,"POPTRE"
19525,11,1985,118,1,15.8666,44.8,246,"POPTRE"
19527,11,1985,122,5,18.433,43.866,560,"POPTRE"
19528,11,1987,109,4,17.8,43.3333,99,"POPTRE"
19525,11,1987,116,1,15.8666,44.8,246,"POPTRE"
19527,11,1987,117,5,18.433,43.866,560,"POPTRE"
19528,11,1988,101,4,17.8,43.3333,99,"POPTRE"
19527,11,1988,108,5,18.433,43.866,560,"POPTRE"
19528,11,1989,79,4,17.8,43.3333,99,"POPTRE"
19527,11,1989,116,5,18.433,43.866,560,"POPTRE"
7166,15,2010,140,34,30.9667,62.7667,148,"POPTRE"
7164,15,2010,141,32,27.05,62.6333,119,"POPTRE"
7172,15,2010,144,44,23.8833,63.9167,40,"POPTRE"
7163,15,2010,144,31,29.3167,61.8,81,"POPTRE"
7153,15,2010,150,11,23.0333,60.05,15,"POPTRE"
7165,15,2010,150,33,29.7167,62.6,80,"POPTRE"
7160,15,2010,153,23,23.0333,62.0167,113,"POPTRE"
7168,15,2010,153,36,29.0167,63.55,142,"POPTRE"
7159,15,2010,155,22,25.0333,61.3833,120,"POPTRE"
7173,15,2010,161,51,26,64.8,25,"POPTRE"
7155,15,2010,163,13,22.75,60.4333,50,"POPTRE"
7180,15,2010,165,71,23.8167,67.35,160,"POPTRE"
7156,15,2010,167,14,26.1667,60.6167,30,"POPTRE"
7175,15,2010,167,53,29.3,66.3667,170,"POPTRE"
7174,15,2010,172,52,28.05,64.65,295,"POPTRE"
7187,15,2010,172,66,28.4,66.8167,195,"POPTRE"
7184,15,2010,179,75,27.1,69.05,155,"POPTRE"
7178,15,2010,182,63,29.6,67.7333,320,"POPTRE"
7185,15,2010,189,77,27,69.75,120,"POPTRE"
7172,15,2011,150,44,23.8833,63.9167,40,"POPTRE"
7164,15,2011,150,32,27.05,62.6333,119,"POPTRE"
7153,15,2011,154,11,23.0333,60.05,15,"POPTRE"
7154,15,2011,157,12,24.9833,60.35,55,"POPTRE"
7156,15,2011,157,14,26.1667,60.6167,30,"POPTRE"
7160,15,2011,157,23,23.0333,62.0167,113,"POPTRE"
7159,15,2011,158,22,25.0333,61.3833,120,"POPTRE"
7165,15,2011,160,33,29.7167,62.6,80,"POPTRE"
7163,15,2011,160,31,29.3167,61.8,81,"POPTRE"
7155,15,2011,162,13,22.75,60.4333,50,"POPTRE"
7173,15,2011,163,51,26,64.8,25,"POPTRE"
7168,15,2011,167,36,29.0167,63.55,142,"POPTRE"
7174,15,2011,171,52,28.05,64.65,295,"POPTRE"
7180,15,2011,174,71,23.8167,67.35,160,"POPTRE"
7184,15,2011,180,75,27.1,69.05,155,"POPTRE"
7185,15,2011,181,77,27,69.75,120,"POPTRE"
7187,15,2011,182,66,28.4,66.8167,195,"POPTRE"
7175,15,2011,182,53,29.3,66.3667,170,"POPTRE"
7153,15,2012,151,11,23.0333,60.05,15,"POPTRE"
7165,15,2012,158,33,29.7167,62.6,80,"POPTRE"
7155,15,2012,160,13,22.75,60.4333,50,"POPTRE"
7172,15,2012,160,44,23.8833,63.9167,40,"POPTRE"
7160,15,2012,165,23,23.0333,62.0167,113,"POPTRE"
7159,15,2012,167,22,25.0333,61.3833,120,"POPTRE"
7173,15,2012,170,51,26,64.8,25,"POPTRE"
7163,15,2012,170,31,29.3167,61.8,81,"POPTRE"
7180,15,2012,172,71,23.8167,67.35,160,"POPTRE"
7175,15,2012,173,53,29.3,66.3667,170,"POPTRE"
7174,15,2012,178,52,28.05,64.65,295,"POPTRE"
7185,15,2012,188,77,27,69.75,120,"POPTRE"
7164,15,2013,147,32,27.05,62.6333,119,"POPTRE"
7160,15,2013,150,23,23.0333,62.0167,113,"POPTRE"
7153,15,2013,150,11,23.0333,60.05,15,"POPTRE"
7172,15,2013,150,44,23.8833,63.9167,40,"POPTRE"
7155,15,2013,151,13,22.75,60.4333,50,"POPTRE"
7173,15,2013,151,51,26,64.8,25,"POPTRE"
7174,15,2013,155,52,28.05,64.65,295,"POPTRE"
7184,15,2013,156,75,27.1,69.05,155,"POPTRE"
7156,15,2013,156,14,26.1667,60.6167,30,"POPTRE"
7165,15,2013,157,33,29.7167,62.6,80,"POPTRE"
7163,15,2013,157,31,29.3167,61.8,81,"POPTRE"
7159,15,2013,161,22,25.0333,61.3833,120,"POPTRE"
7185,15,2013,161,77,27,69.75,120,"POPTRE"
7180,15,2013,161,71,23.8167,67.35,160,"POPTRE"
7178,15,2013,164,63,29.6,67.7333,320,"POPTRE"
7153,15,2014,146,11,23.0333,60.05,15,"POPTRE"
7172,15,2014,155,44,23.8833,63.9167,40,"POPTRE"
7163,15,2014,156,31,29.3167,61.8,81,"POPTRE"
7165,15,2014,156,33,29.7167,62.6,80,"POPTRE"
7155,15,2014,158,13,22.75,60.4333,50,"POPTRE"
7160,15,2014,159,23,23.0333,62.0167,113,"POPTRE"
7173,15,2014,159,51,26,64.8,25,"POPTRE"
7159,15,2014,160,22,25.0333,61.3833,120,"POPTRE"
7180,15,2014,164,71,23.8167,67.35,160,"POPTRE"
7156,15,2014,166,14,26.1667,60.6167,30,"POPTRE"
7174,15,2014,167,52,28.05,64.65,295,"POPTRE"
7154,15,2014,169,12,24.9833,60.35,55,"POPTRE"
7184,15,2014,174,75,27.1,69.05,155,"POPTRE"
7185,15,2014,177,77,27,69.75,120,"POPTRE"
7153,15,2015,157,11,23.0333,60.05,15,"POPTRE"
7165,15,2015,162,33,29.7167,62.6,80,"POPTRE"
7172,15,2015,163,44,23.8833,63.9167,40,"POPTRE"
7154,15,2015,166,12,24.9833,60.35,55,"POPTRE"
7156,15,2015,167,14,26.1667,60.6167,30,"POPTRE"
7163,15,2015,169,31,29.3167,61.8,81,"POPTRE"
7159,15,2015,169,22,25.0333,61.3833,120,"POPTRE"
7180,15,2015,170,71,23.8167,67.35,160,"POPTRE"
7155,15,2015,171,13,22.75,60.4333,50,"POPTRE"
7160,15,2015,172,23,23.0333,62.0167,113,"POPTRE"
7173,15,2015,176,51,26,64.8,25,"POPTRE"
7184,15,2015,182,75,27.1,69.05,155,"POPTRE"
7185,15,2015,184,77,27,69.75,120,"POPTRE"
7175,15,2015,185,53,29.3,66.3667,170,"POPTRE"
7178,15,2015,201,63,29.6,67.7333,320,"POPTRE"
8275,11,1967,112,15,-6.56667,52.45,60,"POPTRE"
8273,11,1967,124,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1968,118,16,-6.23333,53.3333,30,"POPTRE"
8275,11,1968,124,15,-6.56667,52.45,60,"POPTRE"
8273,11,1968,146,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1969,115,16,-6.23333,53.3333,30,"POPTRE"
8275,11,1969,128,15,-6.56667,52.45,60,"POPTRE"
8273,11,1969,139,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1970,121,16,-6.23333,53.3333,30,"POPTRE"
8275,11,1970,129,15,-6.56667,52.45,60,"POPTRE"
8273,11,1970,138,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1971,113,16,-6.23333,53.3333,30,"POPTRE"
8274,11,1971,123,14,-6.93333,52.3833,80,"POPTRE"
8275,11,1971,125,15,-6.56667,52.45,60,"POPTRE"
8273,11,1971,135,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1972,111,15,-6.56667,52.45,60,"POPTRE"
8276,11,1972,116,16,-6.23333,53.3333,30,"POPTRE"
8274,11,1972,122,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1972,135,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1973,113,15,-6.56667,52.45,60,"POPTRE"
8276,11,1973,114,16,-6.23333,53.3333,30,"POPTRE"
8274,11,1973,123,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1973,128,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1974,106,15,-6.56667,52.45,60,"POPTRE"
8274,11,1974,107,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1974,116,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1974,123,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1975,120,15,-6.56667,52.45,60,"POPTRE"
8274,11,1975,121,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1975,122,13,-10.2167,51.9333,14,"POPTRE"
8273,11,1976,111,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1976,112,16,-6.23333,53.3333,30,"POPTRE"
8274,11,1976,112,14,-6.93333,52.3833,80,"POPTRE"
8275,11,1976,117,15,-6.56667,52.45,60,"POPTRE"
8275,11,1977,92,15,-6.56667,52.45,60,"POPTRE"
8273,11,1977,112,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1977,115,16,-6.23333,53.3333,30,"POPTRE"
8274,11,1977,117,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1978,115,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1978,120,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1978,125,15,-6.56667,52.45,60,"POPTRE"
8274,11,1978,125,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1979,118,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1979,134,13,-10.2167,51.9333,14,"POPTRE"
8274,11,1979,135,14,-6.93333,52.3833,80,"POPTRE"
8275,11,1979,138,15,-6.56667,52.45,60,"POPTRE"
8276,11,1980,113,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1980,118,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1980,127,15,-6.56667,52.45,60,"POPTRE"
8274,11,1980,128,14,-6.93333,52.3833,80,"POPTRE"
8275,11,1981,91,15,-6.56667,52.45,60,"POPTRE"
8274,11,1981,92,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1981,113,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1982,108,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1982,113,16,-6.23333,53.3333,30,"POPTRE"
8275,11,1982,124,15,-6.56667,52.45,60,"POPTRE"
8274,11,1982,125,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1983,114,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1983,122,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1983,135,15,-6.56667,52.45,60,"POPTRE"
8274,11,1983,136,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1984,112,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1984,120,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1984,121,15,-6.56667,52.45,60,"POPTRE"
8274,11,1984,122,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1985,109,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1985,112,16,-6.23333,53.3333,30,"POPTRE"
8275,11,1985,126,15,-6.56667,52.45,60,"POPTRE"
8274,11,1985,127,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1986,114,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1986,127,13,-10.2167,51.9333,14,"POPTRE"
8275,11,1986,139,15,-6.56667,52.45,60,"POPTRE"
8274,11,1986,140,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1987,114,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1987,114,16,-6.23333,53.3333,30,"POPTRE"
8275,11,1987,115,15,-6.56667,52.45,60,"POPTRE"
8274,11,1987,116,14,-6.93333,52.3833,80,"POPTRE"
8274,11,1988,101,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1988,102,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1988,118,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1989,98,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1989,126,16,-6.23333,53.3333,30,"POPTRE"
8275,11,1990,108,15,-6.56667,52.45,60,"POPTRE"
8274,11,1990,109,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1990,118,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1990,121,16,-6.23333,53.3333,30,"POPTRE"
8274,11,1991,103,14,-6.93333,52.3833,80,"POPTRE"
8273,11,1991,107,13,-10.2167,51.9333,14,"POPTRE"
8276,11,1991,125,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1992,92,13,-10.2167,51.9333,14,"POPTRE"
8274,11,1992,107,14,-6.93333,52.3833,80,"POPTRE"
8276,11,1992,124,16,-6.23333,53.3333,30,"POPTRE"
8273,11,1993,94,13,-10.2167,51.9333,14,"POPTRE"
