"PEP_ID","BBCH","YEAR","DAY","National_ID","LON","LAT","ALT","species"
20449,11,1953,79,13459,18.95,42.7667,647,"CORMAS"
20452,11,1954,123,13460,18.9167,42.3833,640,"CORMAS"
20451,11,1954,129,13465,19.5167,42.8333,944,"CORMAS"
20449,11,1955,79,13459,18.95,42.7667,647,"CORMAS"
20452,11,1955,107,13460,18.9167,42.3833,640,"CORMAS"
20451,11,1955,122,13465,19.5167,42.8333,944,"CORMAS"
20449,11,1956,92,13459,18.95,42.7667,647,"CORMAS"
20449,11,1957,96,13459,18.95,42.7667,647,"CORMAS"
20450,11,1957,96,13461,19.0833,42.1,6,"CORMAS"
20450,11,1958,50,13461,19.0833,42.1,6,"CORMAS"
20450,11,1959,42,13461,19.0833,42.1,6,"CORMAS"
20449,11,1959,60,13459,18.95,42.7667,647,"CORMAS"
20449,11,1960,69,13459,18.95,42.7667,647,"CORMAS"
20449,11,1961,62,13459,18.95,42.7667,647,"CORMAS"
20452,11,1968,75,13460,18.9167,42.3833,640,"CORMAS"
