PEP_ID,National_ID,LON,LAT,ALT,NAME
6862,7,15.7,46.0167,179,Bizeljsko
6863,15,15.25,46.25,244,Celje
6864,35,15.5833,45.9333,150,Gornji Lenart
6865,46,14.25,45.5667,424,Ilirska Bistrica
6866,52,15.95,46.5667,310,Kadrenci
6867,76,13.9333,45.8333,130,Slap
6868,78,14.5167,46.0667,299,Ljubljana
6869,94,13.6333,45.9,55,Bilje
6870,99,15.1833,45.8,220,Novo mesto
6871,115,13.6167,45.4833,2,Portoroc
6872,128,13.7167,46.5,864,Rateke
6873,156,15.7667,46.4667,240,Sta?re
6874,175,16.3,46.8333,308,Veliki Dolenci
6875,196,15.5333,46.2,245,Zibika
