"PEP_ID","year","lat","long","growth","frz","fs","total","events","freq"
37,1987,54.02,10.57,1,0,0,1,0,0
43,1975,54,10.67,1,0,0,1,0,0
52,1977,54.15,10.68,1,0,0,1,0,0
57,1955,54.7,9.55,1,0,0,2,0,0
57,1964,54.7,9.55,1,0,0,2,0,0
70,1983,54.73,9.5,1,0,0,1,0,0
84,1975,54.73,9.73,1,0,0,1,0,0
108,1956,53.65,10.82,1,0,0,1,0,0
173,1989,53.73,9.88,1,0,0,2,0,0
173,1990,53.73,9.88,1,0,0,2,0,0
215,1966,54.23,9.67,1,0,0,1,0,0
230,1957,54.6,9.57,1,0,0,1,0,0
232,1986,54.62,9.83,1,0,0,1,0,0
247,1951,54.35,9.22,1,0,0,1,0,0
253,1965,53.77,9.92,1,0,0,1,0,0
271,1964,53.78,9.98,1,0,0,3,0,0
271,1968,53.78,9.98,1,0,0,3,0,0
271,1969,53.78,9.98,1,0,0,3,0,0
272,1968,53.95,10.22,1,0,0,1,0,0
287,1981,53.92,9.37,1,0,0,1,0,0
309,1978,54,9.27,1,0,0,1,0,0
321,1959,53.95,9.15,1,0,0,1,0,0
334,1958,53.65,10.18,1,0,0,1,0,0
336,1952,53.58,9.77,1,0,0,1,0,0
384,1952,52.92,8.82,1,0,0,1,0,0
416,1966,52.32,9.8,1,0,0,1,0,0
417,1952,52.3,9.8,1,0,0,1,0,0
427,1951,52.4,9.45,1,0,0,1,0,0
442,1977,52.42,8.75,1,0,0,1,0,0
465,1986,52.22,9.15,1,0,0,1,0,0
491,1960,51.98,9.78,1,0,0,3,0,0
491,1961,51.98,9.78,1,0,0,3,0,0
491,1964,51.98,9.78,1,0,0,3,0,0
496,1963,51.57,10.32,1,0,0,1,0,0
498,1966,51.5,10.18,1,0,0,1,0,0
517,1956,52.1,10.17,1,0,0,1,0,0
547,1959,51.58,9.75,1,0,0,1,0,0
568,1951,51.6,10.55,1,0,0,1,0,0
573,1964,52.38,10.27,1,0,0,1,0,0
578,1959,52.3,10.32,1,0,0,1,0,0
582,1960,51.87,10.33,1,0,0,3,0,0
582,1961,51.87,10.33,1,0,0,3,0,0
582,1975,51.87,10.33,1,0,0,3,0,0
593,1981,52.45,10,1,0,0,1,0,0
594,1957,52.58,9.75,1,0,0,1,0,0
629,1963,52.82,9.93,1,0,0,1,0,0
640,1989,52.95,9.53,1,0,0,1,0,0
648,1962,52.42,10.72,1,0,0,1,0,0
654,1986,52.38,10.55,1,0,0,1,0,0
670,1988,52.67,10.85,1,0,0,1,0,0
702,1957,53.23,9.67,1,0,0,1,0,0
707,1959,53.1,11.1,1,0,0,5,0,0
707,1961,53.1,11.1,1,0,0,5,0,0
707,1964,53.1,11.1,1,0,0,5,0,0
707,1965,53.1,11.1,1,0,0,5,0,0
707,1967,53.1,11.1,1,0,0,5,0,0
715,1952,53.15,11,1,0,0,1,0,0
753,1958,53.08,10,1,0,0,1,0,0
756,1957,53.08,9.85,1,0,0,1,0,0
773,1961,52.95,10.83,1,0,0,1,0,0
784,1969,52.8,10.63,1,0,0,1,0,0
792,1956,53.07,10.45,1,0,0,1,0,0
833,1975,53.22,8.8,1,0,0,2,0,0
833,1978,53.22,8.8,1,0,0,2,0,0
851,1957,53.12,9.17,1,0,0,1,0,0
855,1966,53.57,9.52,1,0,0,1,0,0
859,1983,53.68,9.43,1,0,0,1,0,0
898,1969,53.68,8.68,1,0,0,1,0,0
901,1963,53.4,8.78,1,0,0,1,0,0
938,1958,52.28,7.28,1,0,0,1,0,0
956,1958,52.2,8.35,1,0,0,3,0,0
956,1960,52.2,8.35,1,0,0,3,0,0
956,1961,52.2,8.35,1,0,0,3,0,0
971,1966,52.2,7.97,1,0,0,1,0,0
987,1962,52.32,8.37,1,0,0,1,0,0
998,1955,53.55,7.62,1,0,0,1,0,0
1063,1965,51.67,10.67,1,0,0,1,0,0
1073,1958,51.78,9.98,1,0,0,2,0,0
1073,1961,51.78,9.98,1,0,0,2,0,0
1114,1962,52.18,10.85,1,0,0,1,0,0
1118,1961,51.88,10.55,1,0,0,2,0,0
1118,1965,51.88,10.55,1,0,0,2,0,0
1122,1988,52.13,10.7,1,0,0,1,0,0
1127,1966,52.17,10.55,1,0,0,1,0,0
1139,1971,53.25,8.1,1,0,0,1,0,0
1146,1959,53.1,7.9,1,0,0,1,0,0
1149,1966,52.82,8.12,1,0,0,1,0,0
1184,1957,52.95,8.22,1,0,0,1,0,0
1216,1956,53.08,8.93,1,0,0,1,0,0
1237,1984,51.18,7.22,1,0,0,1,0,0
1251,1976,51.25,6.98,1,0,0,1,0,0
1287,1972,51.78,6.02,1,0,0,1,0,0
