PEP_ID,National_ID,LON,LAT,ALT,NAME
7036,1,10.8833,63.4833,25,Trondhjem-Stjordal-KVITHAMAR
7037,2,5.35,60.2667,50,Bergen-FANA
7039,3,10.7833,59.6667,95,OsloAs-VOLLEBEKK
7041,4,13.3333,55.9667,50,Lund-Svaloef-EKEBO
7042,6,27,69.75,180,Utsjoki-KEVO
7043,7,26.45,64.5167,115,Oulu-PELSONSUO
7044,8,22.55,60.3833,10,Turku-PIIKIOTONEN
7045,9,12.5,55.8667,40,Kobenhavn-HORSHOLM
7046,10,12.3,55.6667,30,Kobh.-Taastrup-HOJBAKKEGARD
7047,11,10.5667,55.5333,5,Odense-HOFMANSGAVE
7048,12,9.91667,57.2333,20,Aalborg-TYLSTRUP
7049,17,-0.883333,51.0833,84,London-Farnham-HEADLYPARK
7050,71,-1.3,51.6667,60,Oxford-KENNINGTON
7053,18,3.8,50.9833,15,GENT-MELLE
7054,19,5.73333,50,500,Bastogne-MICHAMPS
7055,69,5.66667,51.9833,25,WAGENINGEN
7056,20,7.63333,51.9667,60,MUENSTER
7057,21,10.2667,53.6667,50,Hamburg-SCHMALENBECK
7058,22,10.2,53.65,46,Hamburg-WULFSDORF
7059,23,9.66667,51.3333,500,Hannov.-MUENDEN-STEINBERG
7060,24,8.78333,50.1,99,OFFENBACH
7061,25,7.96667,49.9833,118,Wiesbaden-GEISENHEIM
7062,26,6.66667,49.75,265,TRIER
7063,27,9.21667,48.7167,380,Stuttgart-HOHENHEIM
7064,28,9.11667,48.8167,330,Stuttgart-EILIMDORF
7065,29,7.6,48.05,285,Kaiserstuhl-BLANKENHORNSBERG
7066,31,7.85,48,270,Freiburg-STADT
7067,32,7.98333,48.0167,500,Freiburg-ESCHBACH
7068,33,7.9,47.9167,1210,Freiburg-SCHAUINSLAND
7069,34,8,47.8667,1485,Freiburg-FELDBERG
7070,35,8.51667,47.95,680,DONAUESCHINGEN
7071,36,11.1667,48.1833,540,Muenchen-GRAFRATH
7072,37,11.7333,48.4,460,Freising-WEIHENSTEPHAN
7073,38,13.5167,48.85,737,Freyung-SCHOENBRUNN
7074,39,13.3167,48.9167,756,Freyung-KLINGENBRUNN
7075,40,13.3333,48.9333,956,Freyung-WALDHAEUSER
7076,41,13.5167,48.9333,1370,Freyung-LUSEN
7077,42,13.5333,50.9833,360,Tharandt-HARTHA
7078,73,11.1333,51.95,123,QUEDLINBURG
7079,77,9.88333,53.7333,13,Hamburg-QUICKBORN
7080,78,12.95,47.5667,1430,Berchtesgaden-KUEHROINT
7081,79,12.9667,47.5833,950,Berchtesgaden-SCHAPACH
7082,80,13.2,52.2,42,Berlin-THYROW
7083,81,9.55,54.5333,43,SCHLESWIG
7085,83,7.05,49.7667,480,DEUSELBACH
7095,43,17.1,52.25,74,Posnan-KORNIK
7096,44,21.5833,53.7833,127,MIKOLAJKI
7097,45,-8.5,41.25,30,PORTO
7099,46,8.8,47.3333,600,Zuerich-BIRMENSDORF
7100,47,11.4,47.2833,600,INNSBRUCK-STADT
7101,48,11.5,47.25,900,Innsbruck-RINN
7102,49,16.3667,48.25,202,WIEN-STADT-HOHE-WARTE
7103,50,16.7167,48.25,150,Wien-OBERSIEBENBRUNN
7104,68,13.0667,47.8,440,SALZBURG
7106,85,14.1667,50.4667,158,Praha-DOKSANY
7107,86,14.8667,50,345,Praha-KOSTELEC
7108,87,16.75,49.3167,457,Brno-KRTINY
7109,51,18.3667,48.3333,180,Slepcany-MLYNANY
7110,52,18.9333,48.45,540,LVU-BanskaStiavnica-Kysihybel
7111,53,19.35,47.6,220,Budapest-GODOLLO
7112,54,21.1333,47.3333,90,Debreczin-PUSPOKLADANY
7113,55,14.5,46.0667,310,LJUBLJANA
7114,56,16.5667,46.0333,146,Zagreb-KRIZEVCI
7115,57,19.1167,45.7833,90,SOMBOR
7116,58,18.0167,43.75,1000,Sarajevo-IVANSEDLO
7117,59,17.9833,42.7167,64,Dubrovnik-TRSTENO
7118,60,19.0833,42.0833,5,BAR
7119,61,20.95,44.3667,121,Beograd-SMEDEREVSKA-PALANKA
7120,62,22.85,41.9833,240,SKOPJE
7121,75,20.5333,44.7833,245,Beograd-ZELENO-BRDO
7122,63,22.85,43.8167,150,Vidin-BOJURITZA
7123,64,23.85,42.0667,1490,Velingrad-YUNDOLA
7125,65,23.6167,41.25,1550,Saloniki-SERRES-LAILIA
7129,66,-0.033333,49.0167,70,Lieury-ST.PIERRESURDIVES
7138,5,18.5,59.3667,50,Stockholm-BOGESUND
7139,30,7.68333,48.0667,265,Kaiserstuhl-LILIENTAL
