PEP_ID;National_ID;LON;LAT;ALT;NAME
7470;1;6.63333;52.3833;0;Aadorp
7471;4;5.85;50.9;0;Aalbeek
7472;7;4.75;52.2667;0;Aalsmeer
7473;13;6;53.3333;0;Aalsum
7474;14;6.58333;51.9333;0;Aalten
7475;15;3.43333;51.2833;0;Aardenburg
7476;17;5.65;51.5;0;Aarle-Rixtel
7477;22;4.98333;52.2667;0;Abcoude
7478;35;4.6;52.3667;0;Aerdenhout
7479;36;6.08333;51.9;0;Aerdt
7480;45;4.66667;51.8667;0;Alblasserdam
7481;49;4.75;52.6333;0;Alkmaar
7482;50;6.66667;52.35;0;Almelo
7483;57;6.68333;52.35;0;Alphena
7484;63;5.73333;50.8667;0;Amby
7485;67;5.46667;52;0;Amerongen
7486;68;5.38333;52.15;0;Amersfoort
7487;73;4.86667;52.3;0;Amstelveen
7488;75;4.9;52.3667;0;Amsterdam
7489;89;6.7;53.05;0;Anloo
7490;96;5.96667;52.2;0;Apeldoorn
7491;99;6.85;53.3167;0;Appingedam
7492;103;5.91667;51.9833;0;Arnhem
7493;109;6.56667;53;0;Assen
7494;110;4.73333;52.4833;0;Assendelft
7495;111;5.75;51.4;0;Asten
7496;114;3.91667;51.2667;0;Axel
7497;125;5.28333;52.2167;0;Baarn
7498;127;4.78333;52.35;0;Badhoevedorp
7499;128;5.88333;51.2167;0;Baexem
7500;129;6.51667;53.3667;0;Baflo
7501;131;5.75;51.5;0;Bakel
7502;134;4.65;52.5667;0;Bakkum
7503;152;4.85;52.7833;0;Barsingerhorn
7505;160;6.75;52.2167;0;Beckum
7506;163;5.8;50.9333;0;Beek
7507;167;5.96667;52.1667;0;Beekbergen
7508;179;6.06667;53.0667;0;Beetsterzwaag
7509;180;6.51667;52.8667;0;Beilen
7510;191;5.68333;52;0;Bennekom
7511;194;4.53333;52.0833;0;Benthuizen
7512;197;5.91667;51.8167;0;BergenDal
7513;199;4.7;52.6667;0;Bergen
7514;200;6.03333;51.6;0;Bergen(NH)
7515;202;4.3;51.5;0;BergenopZoom
