PEP_ID;National_ID;LON;LAT;ALT;NAME
7233;30721;12.35;50.1167;450;Frant.Lazne
7234;31856;12.9167;50.3;410;Ostrov-n.Ohri
7235;40323;13.3667;50.05;460;Zihle
7236;40857;13.95;50.1167;450;Lany
7237;43027;13.45;50.5;310;Jirkov
7238;50052;14.8667;50;345;Kostelec-nad-Cernymi-lesy
7239;50859;14.9667;50.1167;196;Sadska
7240;51214;14.2167;50.2;220;Kolec-Tynec
7241;51435;14.5667;50.2167;169;Kostelec-nad-Labem
7242;52227;14.45;50.3667;179;Vlineves
7243;52258;14.9667;50.3667;240;Dobrovice
7244;52547;14.7667;50.4167;304;Kovanec
7245;52710;14.1667;50.45;158;Doksany
7246;53730;14.5;50.6167;250;Holany
7247;54930;14.5;50.8167;406;Mlyny
7248;61152;15.8667;50.1667;276;Novy-Hradec-Kralove
7249;61906;15.1;50.3167;260;Seletice
7250;61940;15.6667;50.3167;250;Klenice
7251;62231;15.5167;50.3667;250;Sobcice
7252;62322;15.3667;50.3667;286;Nemyceves
7253;62335;15.5667;50.3667;345;Holovousy
7254;63407;15.1167;50.5667;250;Modrisice -p.Prepere -o.Semily
7255;63849;15.8167;50.6167;560;Svoboda-nad-Upou
7256;64049;15.8167;50.6667;562;Horni-Marsov
7257;64109;15.15;50.6667;455;Rychnov-nad-Nisou
7258;64418;15.15;50.6667;455;Tanvald-Sumburk-n
7259;64624;15.4167;50.7667;710;Harrachov
7260;70556;16.9167;50.0667;480;Hanusovice
7261;71017;16.2667;50.1667;320;Rychnov-nad-Kneznou
7262;72202;16.0167;50.3667;290;Velke-Jesenice
7263;80001;17.0167;50;360;Rapotin
7264;80641;17.6667;50.1;340;Krnov
7265;81409;17.1333;50.2167;460;Lipova
7266;82401;17.0167;50.4;360;Mesto-Javornik
7267;90114;15.7667;49.3667;560;Kamenice
7268;91126;15.6;49.1667;580;Stara-Rise
7269;102649;12.8167;49.4167;530;Klenci-p.C
7270;105458;12.9667;49.9;540;Celiv
7271;111942;13.7;49.3167;430;Horazdovice
7272;112430;13.5;49.4;500;Kvasetice
7273;112715;13.25;49.45;390;Dolany
7274;113457;13.95;49.5667;465;Breznice
7275;114744;13.7167;49.7667;440;Myto
7276;114831;13.5167;49.8;320;Smedcice
7277;115617;13.2667;49.9167;520;Draze??
7278;115810;13.1667;49.9667;480;Nectiny
7279;120543;14.7167;49.0667;430;Lomnice-nad-Luznici
7280;121007;17.3667;48.8667;200;Knezdub
7281;123806;14.1;49.6167;500;Drsnik -p.Milin
7282;0;14.9;49.7;385;Vlasim
7283;124447;14.7667;49.7167;445;Postupice
7284;124741;14.6667;49.7667;350;Benesov-u-Prahy
7285;125003;14.05;49.8167;350;Hostomice-pod-brdy
7286;130349;15.8;49.05;440;Moravske-Budejovice
7287;133258;15.9667;49.5167;565;Vatin
7288;133307;15.1167;49.55;480;Kosetice
7289;133545;15.75;49.5667;490;Pribyslav
7290;133635;15.5667;49.6;450;Havlickuv-Brod
7291;134335;15.5667;49.7167;550;Jilem -pp.Kamen-u-Habru
7292;134520;15.3167;49.75;531;Cihost
7293;134842;15.7;49.8;630;Vratkov
7294;134911;15.1667;49.8167;499;Zbraslavice
7295;135702;15.0167;49.95;350;Zasmuky
7296;135825;15.4167;49.9667;215;Zehusice
